机构名称,表中文名,字段中文（可忽略）,数据元
卫健委,患者入院记录,入院病人来源,入院病人来源
卫健委,患者入院记录,供史者姓名,供史者姓名
卫健委,患者入院记录,与患者关系,与患者关系
卫健委,患者入院记录,现病史描述,现病史描述
卫健委,患者入院记录,既往史描述,患者既往史描述
卫健委,患者入院记录,初步主要诊断疾病名称,初步主要诊断疾病名称
卫健委,患者入院记录,入院主要诊断疾病名称,入院主要诊断疾病名称
卫健委,患者入院记录,是否传染病或疑似病例,是否传染病或疑似病例
卫健委,患者入院记录,是否不明原因肺炎病例,是否不明原因肺炎病例
卫健委,患者入院记录,患者就诊卡证号码,患者就诊卡证号码
卫健委,患者入院记录,患者就诊卡证类型,患者就诊卡证类型
卫健委,患者入院记录,病人姓名,病人姓名
卫健委,患者入院记录,病人身份证号,患者公民身份号码
卫健委,患者入院记录,性别,性别
卫健委,患者入院记录,出生日期,出生日期
卫健委,患者入院记录,住院号,住院号
卫健委,患者入院记录,入院诊断日期,入院诊断日期
卫健委,患者入院记录,修正主要诊断疾病名称,修正主要诊断疾病名称
卫健委,患者入院记录,修正诊断医师姓名,医师姓名
卫健委,患者入院记录,修正诊断日期,修正诊断日期
卫健委,患者入院记录,是否疑难病例,是否疑难病例
卫健委,患者入院记录,是否危重病例,是否危重病例
卫健委,患者出院记录,患者就诊卡证类型,患者就诊卡证类型
卫健委,患者出院记录,患者就诊卡证号码,患者就诊卡证号码
卫健委,患者出院记录,病人姓名,病人姓名
卫健委,患者出院记录,性别,性别
卫健委,患者出院记录,出生日期,出生日期
卫健委,患者出院记录,住院号,住院号
卫健委,患者出院记录,病案号,病案号
卫健委,患者出院记录,出院记录/死亡记录标识,出院或死亡记录标识
卫健委,患者出院记录,入院诊断疾病名称,入院诊断疾病名称
卫健委,患者出院记录,医生对入院诊断的描述,入院诊断描述
卫健委,患者出院记录,入院日期时间,患者住院入院时间
卫健委,患者出院记录,是否做过手术,是否做过手术
卫健委,患者出院记录,主要手术名称,主要手术名称
卫健委,患者出院记录,出院（或死亡）日期时间,出院或死亡时间
卫健委,患者出院记录,死亡原因,死亡原因
卫健委,患者出院记录,是否尸体病理解剖,是否尸体病理解剖
卫健委,患者出院记录,医疗机构名称,医疗机构名称
卫健委,患者出院记录,出院科室名称,出院科室名称
卫健委,患者出院记录,记录日期时间,患者出院登记时间
卫健委,检查报告信息,检查报告结果,检查报告结果
卫健委,检查报告信息,报告时间,检查报告时间
卫健委,检查报告信息,病人标识类别,病人标识类别
卫健委,检查报告信息,检查方法,检查方法
卫健委,检查报告信息,检查类型,检查类型
卫健委,检查报告信息,检查时间,身体检查时间
卫健委,检查报告信息,检查项目名称,检查项目
卫健委,检查报告信息,检查医生姓名,检查医生姓名
卫健委,检查报告信息,就诊卡号,就诊卡号
卫健委,检查报告信息,性别,性别
卫健委,检查报告信息,姓名,姓名
卫健委,检查报告信息,身份证号,公民身份号码
卫健委,检查报告信息,阴阳性,检查报告阴阳性
卫健委,检验报告信息,报告日期,检验报告日期
卫健委,检验报告信息,报告医生姓名,报告医生姓名
卫健委,检验报告信息,病人标识类别,病人标识类别
卫健委,检验报告信息,采集部位,检验采集部位
卫健委,检验报告信息,参考值范围,检验报告参考值范围
卫健委,检验报告信息,检验报告单机构（科室）,检验报告单机构科室
卫健委,检验报告信息,检验目的,检验目的
卫健委,检验报告信息,检测方法,检测方法
卫健委,检验报告信息,检验结果,检验结果
卫健委,检验报告信息,检验日期,检验日期
卫健委,检验报告信息,检验项目名称,检验项目
卫健委,检验报告信息,卡号,检验报告卡号
卫健委,检验报告信息,卡类型,检验报告卡类型
卫健委,检验报告信息,临床意义,临床意义
卫健委,检验报告信息,年龄（岁）,年龄
卫健委,检验报告信息,危急值标志,危急值标志
卫健委,检验报告信息,性别,性别
卫健委,检验报告信息,姓名,姓名
卫健委,检查报告信息,身份证号,公民身份号码
卫健委,检验报告信息,医疗机构代码,医疗机构代码
卫健委,检验报告信息,检验报告单号,检验报告单号
卫健委,健康体检信息,个人健康档案号,个人健康档案号
卫健委,健康体检信息,分类,体检分类
卫健委,健康体检信息,体检日期,体检日期
卫健委,健康体检信息,姓名,姓名
卫健委,检查报告信息,身份证号,公民身份号码
卫健委,健康体检信息,体温,体温
卫健委,健康体检信息,症状其他,身体症状其他
卫健委,健康体检信息,脉率,脉率
卫健委,健康体检信息,呼吸频率,呼吸频率
卫健委,健康体检信息,收缩压（左侧）,收缩压左侧
卫健委,健康体检信息,舒张压（左侧）,舒张压左侧
卫健委,健康体检信息,收缩压（右侧）,收缩压右侧
卫健委,健康体检信息,舒张压（右侧）,舒张压右侧
卫健委,健康体检信息,身高,身高
卫健委,健康体检信息,体重,体重
卫健委,健康体检信息,腰围,腰围
卫健委,健康体检信息,体质指数,体质指数
卫健委,健康体检信息,职业病危害因素接触史编码,职业病危害因素接触史编码
卫健委,健康体检信息,职业病危害因素接触史（工种）,职业病危害因素接触史（工种）
卫健委,健康体检信息,职业病危害因素接触史（从业时间年）,职业病危害因素接触史（从业时间年）
卫健委,健康体检信息,臀围,臀围
卫健委,健康体检信息,腰臀围比,腰臀围比
卫健委,健康体检信息,血氧饱和度 %,血氧饱和度
卫健委,健康体检信息,得分,征信得分
卫健委,健康体检信息,管理分类,体检管理分类
卫健委,健康体检信息,体检机构,体检机构名称
卫健委,健康体检信息,心率,心率
卫健委,健康体检信息,体检分类,体检分类
卫健委,健康体检信息,是否合格老年人体检,是否合格老年人体检
广电局,版权登记信息,登记日期,登记日期
广电局,版权登记信息,组织机构代码,组织机构代码
广电局,版权登记信息,类别,版权登记类别
广电局,版权登记信息,身份证号,公民身份号码
广电局,版权登记信息,统一社会信用代码,统一社会信用代码
广电局,版权登记信息,作品名称,版权登记作品名称
广电局,版权登记信息,作者,版权登记作者
广电局,版权登记信息,登记号,结离婚登记号
科技,科技成果登记信息,成果登记号,科技成果登记号
科技,科技成果登记信息,成果公报内容,科技成果公报内容
科技,科技成果登记信息,成果名称,科技成果名称
科技,科技成果登记信息,完成人所在单位名称,所属单位
科技,科技成果登记信息,完成人姓名,科技成果完成人姓名
科技,科技成果登记信息,完成人身份证号码,完成人公民身份号码
科技,科技成果登记信息,通讯地址,通讯地址
科技,科技成果登记信息,知识产权,科技成果知识产权
科技,科技成果登记信息,序号,科技成果发明人序号
通信管理局,当前域名持有人登记注册证书,DNS服务器,域名服务器
通信管理局,当前域名持有人登记注册证书,注册服务机构,注册服务机构
通信管理局,当前域名持有人登记注册证书,过期时间,过期时间
通信管理局,当前域名持有人登记注册证书,注册人姓名,姓名
通信管理局,当前域名持有人登记注册证书,注册人身份证号码,注册人公民身份号码
通信管理局,当前域名持有人登记注册证书,注册时间,域名注册时间
通信管理局,当前域名持有人登记注册证书,域名,域名
海事局,船舶国籍证书信息,证书签发日期,发证日期
海事局,船舶国籍证书信息,证书印刷号,船舶国籍证书印刷号
海事局,船舶国籍证书信息,证书有效期起始日期,证书有效期开始日期
海事局,船舶国籍证书信息,证书有效期截止日期,证书有效期截止日期
海事局,船舶国籍证书信息,登记机关名称,登记机关
海事局,船舶国籍证书信息,船籍港,船籍港
海事局,船舶国籍证书信息,造船地点,造船地点
海事局,船舶国籍证书信息,型宽,船舶型宽
海事局,船舶国籍证书信息,造船厂,造船厂
海事局,船舶国籍证书信息,建成日期,建成日期
海事局,船舶国籍证书信息,船舶呼号,船舶呼号
海事局,船舶国籍证书信息,型深,船舶型深
海事局,船舶国籍证书信息,主机数目,船舶主机数量
海事局,船舶国籍证书信息,总功率,船舶总功率
海事局,船舶国籍证书信息,主机种类,船舶主机种类
海事局,船舶国籍证书信息,总吨,船舶总吨位
海事局,船舶国籍证书信息,船体材料,船体材质
海事局,船舶国籍证书信息,船舶识别号,船舶识别号
海事局,船舶国籍证书信息,IMO编号,船舶呼号
海事局,船舶国籍证书信息,总长,船舶总长
海事局,船舶国籍证书信息,船舶名称,船名
海事局,船舶国籍证书信息,净吨,船舶净吨位
海事局,船舶国籍证书信息,船舶所有人（持证人）,船舶所有人
海事局,船舶国籍证书信息,船舶所有人（持证人）身份证号,船舶所有人公民身份号码
海事局,船舶国籍证书信息,船舶种类,船舶种类
海事局,船舶国籍证书信息,证书状态,船舶国籍证书状态
海事局,船舶国籍证书信息,船舶登记号,船舶登记号
林业局,林权抵押登记信息,最高债权确定事实和数额,最高债权确定事实和数额
林业局,林权抵押登记信息,登记时间,登记时间
林业局,林权抵押登记信息,登记原因,登记原因
林业局,林权抵押登记信息,被担保主债权数额,被担保主债权数额
林业局,林权抵押登记信息,抵押人,抵押人
林业局,林权抵押登记信息,抵押人身份证号,抵押人公民身份号码
林业局,林权抵押登记信息,抵押方式,不动产抵押方式
林业局,林权抵押登记信息,债务履行期限,债务履行期限
林业局,林权抵押登记信息,证件类型,身份证件类型
林业局,林权抵押登记信息,证件号码,身份证件号码
林业局,林权抵押登记信息,抵押权人,抵押权人
林业局,林权抵押登记信息,林权证号,林权证号
林业局,林权抵押登记信息,注销抵押业务号,注销抵押业务号
林业局,林权抵押登记信息,注销抵押原因,林权注销抵押原因
林业局,林权抵押登记信息,注销时间,注销时间
林业局,林权抵押登记信息,登记类型,林权登记类型
林业局,林权抵押登记信息,宗地代码,宗地代码
林业局,林权证本信息,审批状态,林权审批状态
林业局,林权证本信息,面积,不动产面积
林业局,林权证本信息,面积单位,面积单位
林业局,林权证本信息,发证时间,发证时间
林业局,林权证本信息,证号类型,身份证件类型
林业局,林权证本信息,行政区划名称,行政区划名称
林业局,林权证本信息,法人,法定代表人姓名
林业局,林权证本信息,终止日期,终止日期
林业局,林权证本信息,发证机关,发证机关
林业局,林权证本信息,林地所有权人,林地所有权人
林业局,林权证本信息,登记类型,林权登记类型
林业局,林权证本信息,证件号码,身份证件号码
林业局,林权证本信息,林班,林班
林业局,林权证本信息,林种,林种
林业局,林权证本信息,林证字_号,林证字号
林业局,林权证本信息,林证字,林证字
林业局,林权证本信息,林证字_年,林证字年
林业局,林权证本信息,使用期,林权使用期限
林业局,林权证本信息,树种,树种
林业局,林权证本信息,座落,不动产坐落
林业局,林权证本信息,状态,林权状态
林业局,林权证本信息,林地使用权,林地使用权人
林业局,林权证本信息,乡镇名,乡镇名称
林业局,林权证本信息,单位,工作单位
林业局,林权证本信息,村名,所在村
林业局,林权证本信息,林木所有权,林木所有权人姓名
林业局,林权证本信息,林木使用权,林木使用权人
林业局,林权证本信息,性质,林权性质
林业局,林权证本信息,林权证号,林权证号
税务,车船税完税信息,本年减免税额,车船税本年减免税额
税务,车船税完税信息,发动机号码,发动机号码
税务,车船税完税信息,号牌号码,车牌号码
税务,车船税完税信息,纳税人名称,纳税人名称
税务,车船税完税信息,年应缴税额,年应缴税额
税务,车船税完税信息,证件类型,身份证件类型
税务,车船税完税信息,证件号码,身份证件号码
税务,车船税完税信息,实际缴纳税款滞纳金合计,实际缴纳税款滞纳金合计
税务,车船税完税信息,实缴日期,实缴日期
税务,车船税完税信息,统一社会信用代码,统一社会信用代码
税务,车船税完税信息,车辆识别代码,车辆识别代码
税务,车船税完税信息,纳税人识别号,纳税人识别号
税务,车船税完税信息,税款所属期起,税款所属期起
税务,车船税完税信息,税款所属期止,税款所属期止
税务,车船税完税信息,开票日期,开票日期
税务,车船税完税信息,征收机关名称,税务征收机关
税务,车船税完税信息,完税凭证号码,完税凭证号码
税务,二手车销售统一发票信息,车价合计,车价合计
税务,二手车销售统一发票信息,车辆类型,车辆类型
税务,二手车销售统一发票信息,车辆识别号,车辆识别代码
税务,二手车销售统一发票信息,车牌号码,车牌号码
税务,二手车销售统一发票信息,厂牌型号,厂牌型号
税务,二手车销售统一发票信息,登记证号,二手车销售登记证号
税务,二手车销售统一发票信息,购方代码,购方代码
税务,二手车销售统一发票信息,购方名称,购方名称
税务,二手车销售统一发票信息,开票日期,开票日期
税务,二手车销售统一发票信息,销方代码,销售方代码
税务,二手车销售统一发票信息,销方名称,销售方名称
税务,二手车销售统一发票信息,发票代码,发票代码
税务,二手车销售统一发票信息,发票号码,发票号码
税务,房产交易纳税人信息,变动份额,房产交易变动份额
税务,房产交易纳税人信息,地址,地址
税务,房产交易纳税人信息,交易方类别（转让方、承受方）,不动产交易方类别
税务,房产交易纳税人信息,录入日期,录入日期
税务,房产交易纳税人信息,联系电话,联系电话
税务,房产交易纳税人信息,纳税人名称,纳税人名称
税务,房产交易纳税人信息,纳税人识别号,纳税人识别号
税务,房产交易纳税人信息,是否主产权人,是否主产权人
税务,房产交易纳税人信息,身份证件号码,身份证件号码
税务,房产交易纳税人信息,身份证件类型,身份证件类型
税务,房产交易纳税人信息,所占份额,所占份额
税务,房产交易纳税人信息,交易流水号,交易流水号
税务,非居民享受税收协定待遇个人信息,发动机号码,发动机号码
税务,非居民享受税收协定待遇个人信息,税后价格,税后价格
税务,非居民享受税收协定待遇个人信息,纳税人名称,纳税人名称
税务,非居民享受税收协定待遇个人信息,证件号码,身份证件号码
税务,非居民享受税收协定待遇个人信息,车辆类别名称,车辆类型
税务,非居民享受税收协定待遇个人信息,购置日期,购置日期
税务,非居民享受税收协定待遇个人信息,纳税人识别号,纳税人识别号
税务,非居民享受税收协定待遇个人信息,车辆识别代号,车辆识别代码
税务,机动车销售发票信息,产地,产地
税务,机动车销售发票信息,车辆类型,车辆类型
税务,机动车销售发票信息,厂牌型号,厂牌型号
税务,机动车销售发票信息,购货单位（人）,购方名称
税务,机动车销售发票信息,价税合计,价税合计
税务,机动车销售发票信息,开票日期,开票日期
税务,机动车销售发票信息,纳税人识别号,纳税人识别号
税务,机动车销售发票信息,身份证号码/组织机构代码,身份证件号码或组织机构代码
税务,机动车销售发票信息,销货单位名称,销货单位名称
税务,机动车销售发票信息,发票代码,发票代码
税务,机动车销售发票信息,发票号码,发票号码
税务,纳税人基础信息,企业名称,企业名称
税务,纳税人基础信息,税务登记日期,税务登记日期
税务,纳税人基础信息,统一社会信用代码,统一社会信用代码
税务,纳税人基础信息,纳税人识别号,纳税人识别号
税务,税收居民身份证明信息,纳税人名称,纳税人名称
税务,税收居民身份证明信息,纳税人识别号,纳税人识别号
税务,税收居民身份证明信息,证件号码,身份证件号码
税务,税收居民身份证明信息,发放日期,发放日期
税务,税收居民身份证明信息,英文姓名,英文姓名
税务,税收居民身份证明信息,申请年度,税收申请年度
税务,税收居民身份证明信息,缔约对方纳税人识别号,缔约对方纳税人识别号
税务,税收居民身份证明信息,对方纳税人名称,对方纳税人名称
税务,税收居民身份证明信息,个人申请年度完税情况,个人申请年度完税情况
税务,税收居民身份证明信息,实际管理机构所在地,实际管理机构所在地
税务,税收居民身份证明信息,企业联系电话,企业联系电话
税务,税收居民身份证明信息,企业申请年度完税情况,企业申请年度完税情况
税务,税收居民身份证明信息,纳税年度,纳税年度
税务,税收居民身份证明信息,申请人或代理人,申请人或代理人姓名
税务,税收居民身份证明信息,通信地址,通信地址
税务,税收居民身份证明信息,终审同意标志,终审同意标志
税务,税收居民身份证明信息,终审日期,终审日期
税务,税收居民身份证明信息,在华是否有住所,在华是否有住所
税务,税收居民身份证明信息,注册地址,企业注册地址
税务,自然人开户银行信息,货币种类,货币种类
税务,自然人开户银行信息,录入日期,录入日期
税务,自然人开户银行信息,首选缴费账户标志,首选缴费银行账户标志
税务,自然人开户银行信息,首选缴税账户标志,首选缴税银行账户标志
税务,自然人开户银行信息,退费账户标志,退费账户标志
税务,自然人开户银行信息,退税账户标志,退税账户标志
税务,自然人开户银行信息,银行行别,银行行别
税务,自然人开户银行信息,银行营业网点,银行营业网点
税务,自然人开户银行信息,银行账号,银行账号
税务,自然人开户银行信息,银行账户性质,银行账户性质
税务,自然人开户银行信息,账户名称,开户银行账户名称
税务,自然人开户银行信息,身份证号,公民身份号码
税务,自然人开户银行信息,注销日期,银行卡注销日期
税务,自然人开户银行信息,存款账号识别号,银行存款账号
住建,交易告知单,当事人类型,司法案件当事人类型
住建,交易告知单,当事人份额,不动产交易当事人份额
住建,交易告知单,交易告知单标识码,交易告知单标识码
住建,交易告知单,状态,不动产状态
住建,交易告知单,当事人姓名或名称,当事人名称
住建,交易告知单,当事人证件号码,当事人身份证件号码
住建,交易告知单,当事人证件类型,当事人身份证件类型
住建,交易告知单,房屋统一编号,不动产单元号
住建,交易告知单,房屋用途,房屋用途
住建,交易告知单,房屋坐落,不动产坐落
住建,交易告知单,建筑结构,建筑结构
住建,交易告知单,房屋建筑面积,房屋建筑面积
住建,交易告知单,所在层,所在楼层
住建,交易告知单,所在城市,所在城市
住建,交易告知单,行政区划,行政区划名称
住建,交易告知单,合同编号,合同编号
住建,交易告知单,交易价格,交易价格
住建,交易告知单,合同签订（备案）日期,合同签订备案日期
住建,交易告知单,告知单确认日期,告知单确认日期
住建,交易告知单,所在城市,所在城市
住建,交易告知单,行政区划,行政区划名称
住建,交易告知单,业务类型,不动产业务类型
自然资源,船舶所有权证书信息,船舶呼号识别码,船舶呼号
自然资源,船舶所有权证书信息,船舶种类,船舶种类
自然资源,船舶所有权证书信息,船长,船主姓名
自然资源,船舶所有权证书信息,船籍港,船籍港
自然资源,船舶所有权证书信息,船名,船名
自然资源,船舶所有权证书信息,船体材质,船体材质
自然资源,船舶所有权证书信息,持证人IDCARDORCOMPANY,船舶所有人所属单位
自然资源,船舶所有权证书信息,净吨位,船舶净吨位
自然资源,船舶所有权证书信息,建造完工日期,建成日期
自然资源,船舶所有权证书信息,发证机关,发证机关
自然资源,船舶所有权证书信息,所有权国籍登记审批时间,所有权国籍登记审批时间
自然资源,船舶所有权证书信息,所有权国籍登记申请日期,申请登记日期
自然资源,船舶所有权证书信息,所有人所占股份,船舶所有人所占股份
自然资源,船舶所有权证书信息,船舶所有人名称,船舶所有人
自然资源,船舶所有权证书信息,船舶所有人身份证号,船舶所有人公民身份号码
自然资源,船舶所有权证书信息,型宽,船舶型宽
自然资源,船舶所有权证书信息,型深,船舶型深
自然资源,船舶所有权证书信息,渔船编码,渔船编码
自然资源,船舶所有权证书信息,渔业船舶所有权登记证书编号,船舶登记号
自然资源,船舶所有权证书信息,总吨位,船舶总吨位
自然资源,船舶所有权证书信息,国籍所有权登记信息唯一标识,船舶国籍证书印刷号
自然资源,内陆渔业船舶证书信息,反污染设备,船舶反污染设备
自然资源,内陆渔业船舶证书信息,证书时间,发证时间
自然资源,内陆渔业船舶证书信息,防火设备,船舶防火设备
自然资源,内陆渔业船舶证书信息,主机模型,船舶主机型号
自然资源,内陆渔业船舶证书信息,主机数量,船舶主机数量
自然资源,内陆渔业船舶证书信息,作业制定,船舶作业制定
自然资源,内陆渔业船舶证书信息,发证机关,发证机关
自然资源,内陆渔业船舶证书信息,救生设备,船舶救生设备
自然资源,内陆渔业船舶证书信息,居民身份证号码或公司注册号,居民身份证号码或公司注册号
自然资源,内陆渔业船舶证书信息,持证人名称,船舶所有人
自然资源,内陆渔业船舶证书信息,船图片,船图片
自然资源,内陆渔业船舶证书信息,船图片的名称,船图片的名称
自然资源,内陆渔业船舶证书信息,图片船东,图片船东
自然资源,内陆渔业船舶证书信息,图片船东名称,图片船东名称
自然资源,内陆渔业船舶证书信息,船的构建时间,船舶构建时间
自然资源,内陆渔业船舶证书信息,型深,船舶型深
自然资源,内陆渔业船舶证书信息,船长,船主姓名
自然资源,内陆渔业船舶证书信息,船体材质,船体材质
自然资源,内陆渔业船舶证书信息,船名,船名
自然资源,内陆渔业船舶证书信息,渔船编码,渔船编码
自然资源,内陆渔业船舶证书信息,船在港口,登记港口
自然资源,内陆渔业船舶证书信息,主机功率,船舶主机功率
自然资源,内陆渔业船舶证书信息,总吨位,船舶总吨位
自然资源,内陆渔业船舶证书信息,船业类型,船业类型
自然资源,内陆渔业船舶证书信息,型宽,船舶型宽
自然资源,内陆渔业船舶证书信息,信号设备,船舶信号设备
自然资源,内陆渔业船舶证书信息,有效时间,船舶有效期限
自然资源,内陆渔业船舶证书信息,渔船捕捞许可注销信息唯一标识,许可注销标识
,登记人口信息,姓名,姓名
,登记人口信息,公民身份号码,公民身份号码
,登记人口信息,性别,性别
,登记人口信息,民族,民族
,登记人口信息,出生日期,出生日期
,登记人口信息,出生国家或地区,出生地国家地区
,登记人口信息,出生地省市区县,出生地省市县区
,登记人口信息,兵役状况,兵役状况
,登记人口信息,籍贯,籍贯
,登记人口信息,户籍地,户籍地
,登记人口信息,户籍详址,户籍地址区划内详细地址
,登记人口信息,户籍所属派出所名称,户籍地派出所
,登记人口信息,婚姻状况,婚姻状况
,登记人口信息,学历,学历
,登记人口信息,登记类别,登记类别
,登记人口信息,职业类别,职业类别
,登记人口信息,联系电话,联系电话
,登记人口信息,宗教信仰,宗教信仰
,登记人口信息,居住证号,居住证号
,登记人口信息,居住地详细地址,居住地详细地址
,登记人口信息,居住证发证地公安机关,发证地公安机关
,登记人口信息,居住证发证日期,发证日期
,登记人口信息,签注到期日期,签注到期日期
,登记人口信息,死亡日期,死亡日期
,登记人口信息,死亡原因,死亡原因
,登记人口信息,死亡注销类别,死亡注销类别
,登记人口信息,注销标识,户籍注销标识
,登记人口信息,注销日期,注销日期_户籍注销日期
,登记人口信息,相片,个人照片
,登记人口信息,服务处所,工作单位
,6个月以上的常住人口,姓名,姓名
,6个月以上的常住人口,公民身份号码,公民身份号码
,6个月以上的常住人口,性别,性别
,6个月以上的常住人口,民族,民族
,6个月以上的常住人口,出生日期,出生日期
,6个月以上的常住人口,籍贯,籍贯
,6个月以上的常住人口,户籍地,户籍地
,6个月以上的常住人口,居住地址,居住地址
,6个月以上的常住人口,婚姻状况,婚姻状况
,6个月以上的常住人口,居住证号,居住证号
,6个月以上的常住人口,居住证初次签发日期,初次签发日期
,6个月以上的常住人口,管理归属公安机关名称,所属公安机关
,6个月以上的常住人口,签注日期,签注日期
,6个月以上的常住人口,签注到期日期,签注到期日期
,6个月以上的常住人口,社保缴纳累计月数,社保缴纳累计月数
,全量人口信息,姓名,姓名
,全量人口信息,公民身份号码,公民身份号码
,全量人口信息,性别,性别
,全量人口信息,民族,民族
,全量人口信息,出生日期,出生日期
,全量人口信息,籍贯,籍贯
,全量人口信息,户籍地,户籍地
,全量人口信息,婚姻状况,婚姻状况
,全量人口信息,学历,学历
,全量人口信息,服务处所,工作单位
,全量人口信息,死亡标识,死亡标识
,全量人口扩展信息,姓名,姓名
,全量人口扩展信息,公民身份号码,公民身份号码
,全量人口扩展信息,性别,性别
,全量人口扩展信息,民族,民族
,全量人口扩展信息,出生日期,出生日期
,全量人口扩展信息,出生证明编号,出生医学证明编号
,全量人口扩展信息,城乡属性,城乡属性
,全量人口扩展信息,曾用名,曾用名
,全量人口扩展信息,兵役状况,兵役状况
,全量人口扩展信息,籍贯,籍贯
,全量人口扩展信息,户籍地,户籍地
,全量人口扩展信息,户籍门(楼)详址,户籍门楼详址
,全量人口扩展信息,户籍所属派出所名称,户籍地派出所
,全量人口扩展信息,婚姻状况,婚姻状况
,全量人口扩展信息,学历,学历
,全量人口扩展信息,文化程度,学历
,全量人口扩展信息,职业类别,职业类别
,全量人口扩展信息,联系电话,联系电话
,全量人口扩展信息,宗教信仰,宗教信仰
,全量人口扩展信息,居住证号,居住证号
,全量人口扩展信息,居住地详细地址,居住地详细地址
,全量人口扩展信息,居住证发证地公安机关,发证地公安机关
,全量人口扩展信息,居住证发证日期,发证日期
,全量人口扩展信息,签注到期日期,签注到期日期
,全量人口扩展信息,死亡日期,死亡日期
,全量人口扩展信息,死亡原因,死亡原因
,全量人口扩展信息,死亡注销类别,死亡注销类别
,全量人口扩展信息,户籍注销标识,户籍注销标识
,全量人口扩展信息,户籍注销日期,户籍注销日期
,全量人口扩展信息,相片,个人照片
,全量人口扩展信息,居住证注销日期,注销日期_居住证注销日期
,全量人口扩展信息,居住证注销原因,注销原因
,全量人口扩展信息,租赁房屋坐落,租赁房屋坐落
,全量人口扩展信息,租赁备案时间,备案时间
,全量人口扩展信息,合同约定的租赁期限,合同约定的租赁期限
,全量人口扩展信息,房屋租赁登记备案号,备案号
,全量人口扩展信息,租赁用途,租赁用途
,全量人口扩展信息,租赁备案机关,备案机关
,全量人口扩展信息,流入原因,流动人口流入原因
,全量人口扩展信息,流入登记日期,流入登记日期
,户信息,户号,户号
,户信息,户主姓名,户主姓名
,户信息,户主公民身份号码,户主公民身份号码
,户信息,户别,户口类别
,户信息,户类型,户籍类型
,户信息,户地址,户籍地址
,个人自治数据信息,姓名,姓名
,个人自治数据信息,公民身份号码,公民身份号码
,个人自治数据信息,常用详址1,常住地址
,个人自治数据信息,常用详址2,常住地址
,个人自治数据信息,常用详址3,常住地址
,个人自治数据信息,默认地址,默认地址
,个人自治数据信息,常用电话1,常用电话
,个人自治数据信息,常用电话2,常用电话
,个人自治数据信息,相片,个人照片
,户籍迁移变化记录信息,姓名,姓名
,户籍迁移变化记录信息,公民身份证号,公民身份号码
,户籍迁移变化记录信息,户号,户号
,户籍迁移变化记录信息,何国家（地区）来本址,何国家地区来本址
,户籍迁移变化记录信息,何省市县（区）来本址,何省市县区来本址
,户籍迁移变化记录信息,何详址来本址,何详址来本址
,户籍迁移变化记录信息,户籍地省市县（区）,户籍地省市区县
,户籍迁移变化记录信息,户籍地详细地址,户籍地址区划内详细地址
,户籍迁移变化记录信息,何迁移流动原因迁来本址,何迁移流动原因迁来本址
,户籍迁移变化记录信息,何时来本址,何时来本址
,户籍迁移变化记录信息,迁出日期,户口迁出日期
,户籍迁移变化记录信息,迁出注销类别,迁出注销类别
,户籍迁移变化记录信息,前往国家（地区）,户口迁往国家地区
,户籍迁移变化记录信息,迁往地省市县（区）,迁往地省市县区
,户籍迁移变化记录信息,迁往地详址,迁往地详址
,新生儿出生信息,父亲国籍,父亲国籍
,新生儿出生信息,父亲民族,父亲民族
,新生儿出生信息,父亲住址,父亲住址
,新生儿出生信息,父亲证件号码,父亲身份证件号码
,新生儿出生信息,父亲证件类别,父亲身份证件类型
,新生儿出生信息,健康状况,健康状况
,新生儿出生信息,医疗机构名称,医疗机构名称
,新生儿出生信息,母亲国籍,母亲国籍
,新生儿出生信息,母亲民族,母亲民族
,新生儿出生信息,母亲年龄,母亲年龄
,新生儿出生信息,母亲住址,母亲住址
,新生儿出生信息,母亲证件号码,母亲身份证件号码
,新生儿出生信息,母亲证件类别,母亲身份证件类型
,新生儿出生信息,签发机构,签发机构
,新生儿出生信息,签发日期,签发日期_证明签发日期
,新生儿出生信息,出生时间,出生时间
,新生儿出生信息,出生体重,出生体重
,新生儿出生信息,出生身长,出生身长
,新生儿出生信息,出生地,出生地
,新生儿出生信息,出生地行政区划代码,出生地行政区划代码
,新生儿出生信息,父亲年龄,父亲年龄
,新生儿出生信息,父亲身份证号码,父亲公民身份号码
,新生儿出生信息,父亲姓名,父亲姓名
,新生儿出生信息,母亲身份证号码,母亲公民身份号码
,新生儿出生信息,母亲姓名,母亲姓名
,新生儿出生信息,出生日期,出生日期
,新生儿出生信息,性别,性别
,新生儿出生信息,新生儿姓名,新生儿姓名
,新生儿出生信息,出生证明编号,出生医学证明编号
,新生儿出生信息,婴儿公民身份号码,婴儿公民身份号码
,生理特征信息,姓名,姓名
,生理特征信息,身份证号,公民身份号码
,生理特征信息,个人身高,身高
,生理特征信息,体重,体重
,生理特征信息,胸围,胸围
,生理特征信息,腰围,腰围
,生理特征信息,臀围,臀围
,生理特征信息,血型,ABO血型
,生理特征信息,指纹纹型,指纹纹型
,生理特征信息,指纹指位,指纹指位
,生理特征信息,掌纹,掌纹
,生理特征信息,掌纹对应手掌,掌纹对应手掌
,生理特征信息,左眼矫正视力,左眼矫正视力
,生理特征信息,左眼裸视力,左眼裸视力
,生理特征信息,右眼矫正视力,右眼矫正视力
,生理特征信息,右眼裸视力,右眼裸视力
,生理特征信息,左耳听力,左耳听力
,生理特征信息,右耳听力,右耳听力
,生理特征信息,虹膜,虹膜
